;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;Amundi ETF;;;;;;
;;;;;;;
;TITOLI DETENUTI DAL FONDO;;;;;;
;;;;;;;
;Nome del fondo;Amundi Stoxx Europe 600 UCITS ETF Acc;;;;;
;Codice ISIN;LU0908500753;;;;;
;Metodologia di Replica;Physical;;;;;
;;;;;;;
;Attivi in gestione nel fondo al 23/05/2025;12.154,63 mln EUR;;;;;
;Valuta di riferimento;EUR;;;;;
;;;;;;;
;Si prega di notare che i dati relativi ai titoli detenuti a livello del fondo possono cambiare quotidianamente. Dati ritenuti esatti al 23/05/2025. Si prega di fare riferimento al sito per le ultime informazioni diponibili.;;;;;;
;;;;;;;
;Codice ISIN;Nome;Asset class;Valuta;Peso;Settore;Paese
;GB00BLGZ9862;TESCO PLC;EQUITY;GBP; 0.27%;Beni di prima necessità;Regno Unito
;FR0010307819;LEGRAND SA;EQUITY;EUR; 0.24%;Industrali;Francia
;DE000CBK1001;COMMERZBANK AG;EQUITY;EUR; 0.24%;Finanziari;Germania
;ES0140609019;CAIXABANK SA;EQUITY;EUR; 0.24%;Finanziari;Spagna
;SE0007100581;ASSA ABLOY AB -B;EQUITY;SEK; 0.24%;Industrali;Svezia
;FR0000120321;L OREAL (Paris);EQUITY;EUR; 0.24%;Beni di prima necessità;Francia
;GB0004082847;STANDARD CHARTERED PLC;EQUITY;GBP; 0.23%;Finanziari;Regno Unito
;FR0000133308;ORANGE;EQUITY;EUR; 0.23%;Servizi di comunicazione;Francia
;CH0024608827;PARTNERS GROUP AG;EQUITY;CHF; 0.23%;Finanziari;Svizzera
;IT0003132476;ENI SPA MILAN;EQUITY;EUR; 0.22%;Energia;Italia
;GB0004544929;IMPERIAL BRANDS PLC;EQUITY;GBP; 0.22%;Beni di prima necessità;Regno Unito
;FR0000121329;THALES SA;EQUITY;EUR; 0.22%;Industrali;Francia
;CH0014852781;SWISS LIFE HOLDINGS AG;EQUITY;CHF; 0.22%;Finanziari;Svizzera
;FI0009000681;NOKIA OYJ;EQUITY;EUR; 0.22%;Information Technology;Finlandia
;FR0000125338;CAPGEMINI SE;EQUITY;EUR; 0.22%;Information Technology;Francia
;FR001400U6U4;ENGIE PRIME DE FIDELITE 2027;EQUITY;EUR; 0.22%;Beni di pubblica utilità;Francia
;GB0007099541;PRUDENTIAL PLC;EQUITY;GBP; 0.21%;Finanziari;Regno Unito
;DE000BAY0017;BAYER AG-REG;EQUITY;EUR; 0.21%;Sanità;Germania
;FI4000552500;SAMPO OYJ-A SHS;EQUITY;EUR; 0.21%;Finanziari;Finlandia
;FR0014003TT8;DASSAULT SYSTEMES SE;EQUITY;EUR; 0.21%;Information Technology;Francia
;DE0006047004;HEIDELBERGCEMENT AG;EQUITY;EUR; 0.21%;Materiali;Germania
;SE0000148884;SKANDINAVISKA ENSKILDA BANKEN A;EQUITY;SEK; 0.20%;Finanziari;Svezia
;GB0000536739;ASHTEAD GROUP PLC;EQUITY;GBP; 0.20%;Industrali;Regno Unito
;FR001400AJ45;MICHELIN (CGDE);EQUITY;EUR; 0.20%;Beni voluttuari;Francia
;DK0010274414;DANSKE BANK A/S;EQUITY;DKK; 0.20%;Finanziari;Dinamarca
;GB0007908733;SSE PLC;EQUITY;GBP; 0.20%;Beni di pubblica utilità;Regno Unito
